iteration,temperature,current_score,new_score,accepted,best_score
1,1.0,-0.21205733706810698,-1.1830329008876719,False,-0.21205733706810698
2,0.95,0.7262609965646055,0.7262609965646055,True,0.7262609965646055
3,0.9025,0.7262609965646055,-0.2279083594581639,False,0.7262609965646055
4,0.8573749999999999,0.7262609965646055,-0.09975729740781178,False,0.7262609965646055
5,0.8145062499999999,0.8263464015362512,0.8263464015362512,True,0.8263464015362512
6,0.7737809374999999,0.8263464015362512,0.33804117885961815,False,0.8263464015362512
7,0.7350918906249998,0.8263464015362512,0.5449888172348494,False,0.8263464015362512
8,0.6983372960937497,1.0072354449539467,1.0072354449539467,True,1.0072354449539467
9,0.6634204312890623,0.9234661359429668,0.9234661359429668,True,1.0072354449539467
10,0.6302494097246091,-0.03346570263096119,-0.03346570263096119,True,1.0072354449539467
11,0.5987369392383786,-0.03346570263096119,-1.2865167395758896,False,1.0072354449539467
12,0.5688000922764596,0.8014623328398447,0.8014623328398447,True,1.0072354449539467
13,0.5403600876626365,0.29634185073706526,0.29634185073706526,True,1.0072354449539467
14,0.5133420832795047,1.2608565570747712,1.2608565570747712,True,1.2608565570747712
15,0.48767497911552943,1.2608565570747712,-0.4196306608150948,False,1.2608565570747712
16,0.46329123015975293,1.7514885732991232,1.7514885732991232,True,1.7514885732991232
17,0.44012666865176525,0.9108338360237145,0.9108338360237145,True,1.7514885732991232
18,0.41812033521917696,0.9108338360237145,-0.6062685064892716,False,1.7514885732991232
19,0.3972143184582181,0.9108338360237145,-0.7016414607144792,False,1.7514885732991232
20,0.37735360253530714,1.9070018168090588,1.9070018168090588,True,1.9070018168090588
21,0.35848592240854177,1.9070018168090588,0.47428605073000324,False,1.9070018168090588
22,0.34056162628811465,1.8608563281358035,1.8608563281358035,True,1.9070018168090588
23,0.3235335449737089,2.154179230548224,2.154179230548224,True,2.154179230548224
24,0.30735686772502346,2.154179230548224,0.4363532717872135,False,2.154179230548224
25,0.2919890243387723,2.154179230548224,1.7770642749397076,False,2.154179230548224
26,0.27738957312183365,2.154179230548224,1.6434659770972608,False,2.154179230548224
27,0.263520094465742,2.1371967620950776,2.1371967620950776,True,2.154179230548224
28,0.25034408974245487,2.5176075511490636,2.5176075511490636,True,2.5176075511490636
29,0.2378268852553321,2.5176075511490636,1.43394010474527,False,2.5176075511490636
30,0.2259355409925655,2.463167140790033,2.463167140790033,True,2.5176075511490636
31,0.2146387639429372,2.463167140790033,1.4569742275560291,False,2.5176075511490636
32,0.20390682574579033,2.463167140790033,1.665254584879832,False,2.5176075511490636
33,0.1937114844585008,2.463167140790033,2.136107084304001,False,2.5176075511490636
34,0.18402591023557577,2.463167140790033,0.668073048049884,False,2.5176075511490636
35,0.17482461472379698,2.4985800913236593,2.4985800913236593,True,2.5176075511490636
36,0.16608338398760714,2.4985800913236593,1.2130590770682692,False,2.5176075511490636
37,0.15777921478822676,2.4985800913236593,1.005381156364252,False,2.5176075511490636
38,0.14989025404881542,2.4985800913236593,2.413295960490634,False,2.5176075511490636
39,0.14239574134637464,2.4985800913236593,1.7970519196274566,False,2.5176075511490636
40,0.1352759542790559,2.628007081038241,2.628007081038241,True,2.628007081038241
41,0.1285121565651031,2.630864998621474,2.630864998621474,True,2.630864998621474
42,0.12208654873684793,2.630864998621474,1.935666492402061,False,2.630864998621474
43,0.11598222130000553,2.630864998621474,1.1509814045515294,False,2.630864998621474
44,0.11018311023500525,2.630864998621474,2.3593813499642446,False,2.630864998621474
45,0.10467395472325498,2.630864998621474,2.2163810858676687,False,2.630864998621474
46,0.09944025698709223,2.630864998621474,1.6056050157426374,False,2.630864998621474
47,0.09446824413773762,2.630864998621474,1.1073531868383535,False,2.630864998621474
48,0.08974483193085074,2.630864998621474,1.9621669038609242,False,2.630864998621474
49,0.0852575903343082,2.630864998621474,2.296174221211872,False,2.630864998621474
50,0.08099471081759278,2.630864998621474,1.7147622528241364,False,2.630864998621474
51,0.07694497527671314,2.4325078429218276,2.4325078429218276,True,2.630864998621474
52,0.07309772651287748,2.4325078429218276,1.6575747781406154,False,2.630864998621474
53,0.0694428401872336,2.4325078429218276,2.1790836472863475,False,2.630864998621474
54,0.0659706981778719,2.4325078429218276,1.2767885711607245,False,2.630864998621474
55,0.0626721632689783,2.4325078429218276,1.6196327462313742,False,2.630864998621474
56,0.059538555105529384,2.4325078429218276,2.040662619304448,False,2.630864998621474
57,0.05656162735025291,2.4325078429218276,0.6796328987837941,False,2.630864998621474
58,0.053733545982740265,2.370136726685211,2.370136726685211,True,2.630864998621474
59,0.05104686868360325,2.370136726685211,1.812706284144717,False,2.630864998621474
60,0.04849452524942309,2.370136726685211,2.118039401709082,False,2.630864998621474
61,0.04606979898695193,2.320618934860518,2.320618934860518,True,2.630864998621474
62,0.04376630903760433,2.433566160815179,2.433566160815179,True,2.630864998621474
63,0.041577993585724116,2.433566160815179,0.9218094160696587,False,2.630864998621474
64,0.03949909390643791,2.433566160815179,1.9006508725588542,False,2.630864998621474
65,0.03752413921111601,2.433566160815179,0.5678044804719063,False,2.630864998621474
66,0.03564793225056021,2.433566160815179,2.008931740305926,False,2.630864998621474
67,0.0338655356380322,2.433566160815179,1.2309217650624629,False,2.630864998621474
68,0.032172258856130585,2.433566160815179,1.9913485503425477,False,2.630864998621474
69,0.030563645913324056,2.433566160815179,1.3087361674423714,False,2.630864998621474
70,0.029035463617657853,2.433566160815179,2.2862572159494525,False,2.630864998621474
71,0.027583690436774957,2.433566160815179,2.054191420696273,False,2.630864998621474
72,0.02620450591493621,2.433566160815179,1.7546551960938594,False,2.630864998621474
73,0.0248942806191894,2.433566160815179,1.414111954967238,False,2.630864998621474
74,0.023649566588229927,2.433566160815179,0.9593033053588634,False,2.630864998621474
75,0.022467088258818428,2.433566160815179,1.8562275710624576,False,2.630864998621474
76,0.021343733845877507,2.433566160815179,1.7106330754546537,False,2.630864998621474
77,0.02027654715358363,2.433566160815179,0.42493457698627646,False,2.630864998621474
78,0.019262719795904448,2.433566160815179,2.2367541885847193,False,2.630864998621474
79,0.018299583806109226,2.433566160815179,2.414851009402372,False,2.630864998621474
80,0.017384604615803764,2.578444678922346,2.578444678922346,True,2.630864998621474
81,0.016515374385013576,2.578444678922346,2.0542130385965187,False,2.630864998621474
82,0.015689605665762895,2.578444678922346,0.86253710869366,False,2.630864998621474
83,0.01490512538247475,2.6622078867471606,2.6622078867471606,True,2.6622078867471606
84,0.014159869113351011,2.6622078867471606,1.8550349041916956,False,2.6622078867471606
85,0.01345187565768346,2.6622078867471606,2.0515790137076113,False,2.6622078867471606
86,0.012779281874799287,2.6622078867471606,1.9991646302850092,False,2.6622078867471606
87,0.012140317781059323,2.6622078867471606,2.035359908637359,False,2.6622078867471606
88,0.011533301892006355,2.6610170383712775,2.6610170383712775,True,2.6622078867471606
89,0.010956636797406038,2.6610170383712775,1.7971599978601926,False,2.6622078867471606
90,0.010408804957535735,2.6610170383712775,1.5587681076265156,False,2.6622078867471606
91,0.009888364709658948,2.6610170383712775,1.7835475170742956,False,2.6622078867471606
92,0.009393946474176,2.6610170383712775,2.340089133654735,False,2.6622078867471606
93,0.0089242491504672,2.6610170383712775,1.866244237110007,False,2.6622078867471606
94,0.008478036692943839,2.6610170383712775,1.858344708287612,False,2.6622078867471606
95,0.008054134858296647,2.6610170383712775,1.867252907700059,False,2.6622078867471606
96,0.0076514281153818135,2.6610170383712775,1.9505315078987295,False,2.6622078867471606
97,0.0072688567096127225,2.6610170383712775,2.3104458523165436,False,2.6622078867471606
98,0.006905413874132086,2.6610170383712775,1.5171797526929902,False,2.6622078867471606
99,0.006560143180425482,2.6610170383712775,1.4873095148470816,False,2.6622078867471606
100,0.0062321360214042075,2.6610170383712775,1.992059548822727,False,2.6622078867471606
